Complex Group,Product Name,Merchant Id,MRP,Price,Brand,Vertical Id,Validate,Status,Fulfillment Service,Managed By Paytm,Salesforce Case Id,Merchant SKU,Return Policy Id,Category Id 1,Image Folder,Prefetch Title,videos,video_thumbnail,Online,Paytm SKU,ProductId,,,
1678091383742A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_582,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671B3466736,343975033,,,
1678091383789A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_629,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671DC3DE86D,343975047,,,
1678091383790A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_630,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671BCFA6188,343975051,,,
1678091383764A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_604,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667190BAF652,343975049,,,
1678091383639A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_479,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671A2CEC846,343975066,,,
1678091383657A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_497,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671DBF5C8CF,343975070,,,
1678091383705A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_545,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566718197BD99,343975054,,,
1678091383721A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_561,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671B4CC1B02,343975055,,,
1678091383733A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_573,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667143D94B6F,343975058,,,
1678091383756A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_596,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671AD30926E,343975059,,,
1678091383743A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_583,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671C44157A0,343975035,,,
1678091383792A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_632,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667152F400A4,343975052,,,
1678091383793A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_633,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667125F33032,343975062,,,
1678091383647A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_487,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671C2EEF98E,343975068,,,
1678091383777A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_617,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667110A896A9,343975050,,,
1678091383716A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_556,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671185DD62,343975056,,,
1678091383807A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_647,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566716DDF62EC,343975072,,,
1678091383732A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_572,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667134DE7BF9,343975060,,,
1678091383726A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_566,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566712AA88EA1,343975063,,,
1678091383654A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_494,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667142FC9975,343975069,,,
1678091383717A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_557,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566717682EDF4,343975071,,,
1678091383727A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_567,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566715DAFBE37,343975061,,,
1678091383799A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_639,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671C526D92C,343975074,,,
1678091383667A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_507,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671BF519B1,343975077,,,
1678091383686A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_526,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566714EC44BA5,343975079,,,
1678091383714A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_554,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671EF8BBC4E,343975064,,,
1678091383761A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_601,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671E0D002DD,343975065,,,
1678091383770A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_610,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566718ECC030A,343975075,,,
1678091383677A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_517,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667112EE28F0,343975078,,,
1678091383668A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_508,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566719B4A0420,343975082,,,
1678091383724A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_564,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671C4A6EF8D,343975073,,,
1678091383769A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_609,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671EE0B8AEF,343975076,,,
1678091383786A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_626,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566714C82F5FC,343975085,,,
1678091383781A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_621,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671D2E6605F,343975086,,,
1678091383688A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_528,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671A97C66A2,343975080,,,
1678091383687A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_527,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667139C37B33,343975089,,,
1678091383691A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_531,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671C9BBEF47,343975081,,,
1678091383771A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_611,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671F9CB339C,343975087,,,
1678091383762A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_602,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667179D95367,343975088,,,
1678091383669A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_509,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671EC4D34B6,343975083,,,
1678091383678A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_518,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667182513561,343975084,,,
1678091383779A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_619,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671F710BBAE,343975092,,,
1678091383780A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_620,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671A5E150C9,343975091,,,
1678091383855A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_695,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671367F7D8D,343975093,,,
1678091383808A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_648,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671FD607F7D,343975095,,,
1678091383822A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_662,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566712F83F4E1,343975102,,,
1678091383827A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_667,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566715FE9006E,343975100,,,
1678091383791A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_631,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671CBFD511E,343975116,,,
1678091383788A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_628,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671AB3AD8FB,343975117,,,
1678091383823A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_663,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566715884C477,343975101,,,
1678091383812A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_652,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566714AEA722,343975094,,,
1678091383846A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_686,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671B66D1D76,343975098,,,
1678091383676A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_516,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667165E91866,343975090,,,
1678091383820A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_660,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671C18D95CD,343975118,,,
1678091383816A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_656,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566713C3633B,343975120,,,
1678091383819A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_659,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671937C7EAA,343975096,,,
1678091383813A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_653,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667173A997B4,343975111,,,
1678091383782A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_622,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566714BEF31E5,343975105,,,
1678091383766A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_606,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566717EB4977E,343975104,,,
1678091383787A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_627,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566713B85C56A,343975119,,,
1678091383838A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_678,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671D64D2CBE,343975135,,,
1678091383837A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_677,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667146F2312F,343975133,,,
1678091383832A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_672,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566713698C5A0,343975097,,,
1678091383866A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_706,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566717F76FD49,343975114,,,
1678091383784A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_624,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671A28C94D0,343975108,,,
1678091383765A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_605,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671E7BDC6C4,343975103,,,
1678091383885A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_725,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671D449CE71,343975138,,,
1678091383844A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_684,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667158637C5A,343975134,,,
1678091383710A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_550,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671E8E67857,343975121,,,
1678091383701A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_541,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667186FA7980,343975123,,,
1678091383886A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_726,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566714D409FCB,343975146,,,
1678091383892A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_732,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667153366A93,343975136,,,
1678091383815A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_655,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566719ACA3281,343975122,,,
1678091383865A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_705,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671E67FACF3,343975099,,,
1678091383783A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_623,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566713CE80173,343975107,,,
1678091383831A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_671,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671AF91941A,343975109,,,
1678091383891A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_731,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671CA3F3B29,343975137,,,
1678091383821A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_661,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671B68AA55B,343975140,,,
1678091383828A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_668,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671CF561DFF,343975141,,,
1678091383702A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_542,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566711FF3283A,343975124,,,
1678091383745A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_585,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566712D22F295,343975126,,,
1678091383776A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_616,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667167AFA63F,343975106,,,
1678091383856A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_696,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671AF762C37,343975139,,,
1678091383845A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_685,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566712F644CCC,343975145,,,
1678091383847A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_687,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671C16A2DE0,343975112,,,
1678091383903A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_743,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566716B70CCC2,343975147,,,
1678091383809A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_649,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566718A674FEB,343975113,,,
1678091383826A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_666,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667128EE30F8,343975142,,,
1678091383718A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_558,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671E63DF065,343975125,,,
1678091383731A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_571,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671ADD72A43,343975129,,,
1678091383854A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_694,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667141784D1B,343975115,,,
1678091383775A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_615,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671FEA6F785,343975110,,,
1678091383909A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_749,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566718BA525DC,343975160,,,
1678091383785A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_625,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671D58BA446,343975143,,,
1678091383794A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_634,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671BB97A591,343975144,,,
1678091383884A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_724,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671A34EFEE7,343975152,,,
1678091383872A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_712,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667161000811,343975153,,,
1678091383912A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_752,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667156CCD15,343975161,,,
1678091383734A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_574,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671DDBDDECC,343975127,,,
1678091383735A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_575,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671AABAEE5A,343975132,,,
1678091383882A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_722,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566714A2D5BD2,343975154,,,
1678091383883A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_723,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566713D2A6B44,343975156,,,
1678091383843A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_683,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671C607E9F9,343975162,,,
1678091383849A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_689,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667126D200E7,343975163,,,
1678091383746A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_586,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671B42BA32F,343975128,,,
1678091383864A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_704,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667191789C65,343975164,,,
1678091383850A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_690,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667146158902,343975166,,,
1678091383871A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_711,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671F80959AB,343975155,,,
1678091383870A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_710,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566718F0E693D,343975159,,,
1678091383906A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_746,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566711B1A384D,343975157,,,
1678091383907A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_747,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566716C1D08DB,343975177,,,
1678091383801A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_641,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667184BCC7D9,343975170,,,
1678091383805A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_645,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667183D103C0,343975172,,,
1678091383709A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_549,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566718821F1B2,343975130,,,
1678091383730A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_570,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671DAD01AD5,343975131,,,
1678091383747A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_587,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671C32C93B9,343975150,,,
1678091383863A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_703,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671F1C09C6,343975165,,,
1678091383897A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_737,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671235C9E1C,343975158,,,
1678091383898A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_738,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671B3E3838D,343975169,,,
1678091383899A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_739,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671C4E4B31B,343975185,,,
1678091383755A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_595,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566713439C3D4,343975148,,,
1678091383900A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_740,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671F2799D78,343975176,,,
1678091383748A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_588,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667153938E28,343975149,,,
1678091383896A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_736,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671545BAE8A,343975178,,,
1678091383842A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_682,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671B100D96F,343975167,,,
1678091383833A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_673,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671419FF536,343975168,,,
1678091383876A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_716,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671666DCC08,343975186,,,
1678091383952A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_792,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671A9D98219,343975198,,,
1678091383923A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_763,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566715946AE40,343975200,,,
1678091383800A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_640,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671F3BBF74F,343975171,,,
1678091383814A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_654,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671EDCD0217,343975175,,,
1678091383754A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_594,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671433EF342,343975151,,,
1678091383760A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_600,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667197D7324B,343975180,,,
1678091383759A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_599,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566713D8F8FFF,343975181,,,
1678091383880A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_720,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671A4233AFE,343975187,,,
1678091383881A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_721,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671D3240A68,343975188,,,
1678091383875A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_715,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671FF649DB2,343975189,,,
1678091383908A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_748,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671FCA2154A,343975179,,,
1678091383767A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_607,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566719B3A7E8,343975182,,,
1678091383795A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_635,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671CC909507,343975173,,,
1678091383924A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_764,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671C7223BE3,343975199,,,
1678091383913A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_753,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671726BFD83,343975203,,,
1678091383890A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_730,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671BD380BBF,343975191,,,
1678091383895A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_735,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671CD52FF30,343975190,,,
1678091383894A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_734,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671BA55CFA6,343975192,,,
1678091383948A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_788,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667150175A46,343975201,,,
1678091383947A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_787,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671C0A847D7,343975202,,,
1678091383973A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_813,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566711D5B7FBA,343975207,,,
1678091383802A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_642,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566711DB59663,343975183,,,
1678091383797A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_637,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671229EF42B,343975209,,,
1678091383803A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_643,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566716AB2A6F5,343975205,,,
